Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	M_green->red	lnL
18756	0.019430	0.019387	0.001847	0.003367	0.855937	-3507.137
18760	0.021593	0.026104	0.001856	0.003873	0.792119	-3498.386
18764	0.019605	0.022706	0.001854	0.003239	0.599375	-3507.445
18768	0.016241	0.017668	0.001386	0.002424	0.854817	-3524.481
18772	0.014067	0.016090	0.001325	0.002424	0.420759	-3507.180
18776	0.013410	0.014800	0.000939	0.002424	0.479367	-3513.870
18780	0.011261	0.015598	0.001301	0.001965	0.392432	-3508.855
18784	0.011320	0.015790	0.001260	0.001965	0.534052	-3525.921
18788	0.013407	0.016605	0.001521	0.002115	0.718774	-3514.244
18792	0.012664	0.014867	0.000913	0.002115	0.505990	-3528.754
18796	0.018706	0.020314	0.001068	0.002597	0.531322	-3514.467
18800	0.025863	0.018694	0.001411	0.003109	0.980733	-3515.251
18804	0.023731	0.020647	0.001722	0.003292	0.819978	-3532.432
18808	0.023098	0.026722	0.001285	0.003292	0.511059	-3524.054
18812	0.021416	0.019610	0.000924	0.003292	0.477240	-3519.208
18816	0.017408	0.021060	0.000856	0.003044	0.641247	-3515.855
18820	0.019505	0.026590	0.001311	0.003565	0.707196	-3506.943
18824	0.020024	0.032559	0.001510	0.004153	0.651029	-3508.299
18828	0.020909	0.027977	0.001834	0.004153	0.636122	-3486.386
18832	0.021664	0.026161	0.001469	0.004153	0.594957	-3497.300
18836	0.018914	0.022816	0.000985	0.003892	0.323601	-3515.858
18840	0.018706	0.018314	0.001528	0.003892	0.323601	-3497.914
18844	0.017833	0.021221	0.001268	0.003892	0.615682	-3486.279
18848	0.016445	0.017503	0.001768	0.003673	0.346847	-3505.211
18852	0.013470	0.018091	0.001493	0.003161	0.804848	-3527.214
18856	0.013057	0.012357	0.001129	0.002908	0.499338	-3523.343
18860	0.011952	0.023599	0.001648	0.002908	0.625605	-3540.710
18864	0.011625	0.018018	0.001362	0.002983	0.538631	-3525.925
18868	0.013229	0.020043	0.002496	0.003400	0.538631	-3512.370
18872	0.016010	0.027119	0.002347	0.004050	0.578868	-3505.755
18876	0.015426	0.030563	0.001006	0.004050	0.382730	-3491.951
18880	0.015251	0.022176	0.000982	0.004050	0.524910	-3498.169
18884	0.017042	0.025736	0.001255	0.004050	0.524910	-3513.936
18888	0.012415	0.017959	0.001023	0.002986	0.524910	-3486.527
18892	0.012225	0.020976	0.001329	0.002986	0.468695	-3506.495
18896	0.011077	0.021239	0.001132	0.002861	0.468695	-3488.494
18900	0.010442	0.019707	0.001264	0.002861	0.432471	-3482.885
18904	0.016229	0.027894	0.001366	0.004035	0.592301	-3506.189
18908	0.014693	0.031581	0.001321	0.004076	0.517933	-3494.154
18912	0.013951	0.023996	0.001594	0.004076	0.517933	-3519.120
18916	0.015296	0.024071	0.001586	0.004076	0.373101	-3502.388
18920	0.016401	0.025063	0.000956	0.004076	0.502680	-3503.086
18924	0.010923	0.021889	0.001405	0.003015	0.502680	-3518.935
18928	0.012286	0.020316	0.001456	0.003308	0.357108	-3532.673
18932	0.011509	0.027863	0.003182	0.003444	0.383765	-3517.001
18936	0.011937	0.022378	0.003501	0.003444	0.373048	-3509.671
18940	0.007911	0.013500	0.001350	0.002180	0.373048	-3493.659
18944	0.008690	0.017032	0.001039	0.002320	0.394919	-3503.493
18948	0.009499	0.018497	0.000609	0.002816	0.538807	-3515.604
18952	0.010068	0.019113	0.001152	0.002846	0.479179	-3505.662
18956	0.011574	0.015567	0.000820	0.002846	0.477746	-3517.023
18960	0.011643	0.017614	0.000631	0.002635	0.477746	-3521.307
18964	0.011974	0.016905	0.000800	0.002682	0.357068	-3524.808
18968	0.012824	0.016362	0.001465	0.002734	0.529229	-3533.943
18972	0.014173	0.016260	0.001110	0.003121	0.534065	-3539.623
18976	0.013609	0.018117	0.000871	0.003219	0.550763	-3530.644
18980	0.012793	0.020432	0.001211	0.003179	0.442668	-3511.710
18984	0.014917	0.024957	0.000981	0.003735	0.233867	-3541.180
18988	0.019116	0.024927	0.001776	0.003735	0.337329	-3516.062
18992	0.020285	0.029651	0.002723	0.004472	0.309839	-3529.867
18996	0.023214	0.035111	0.001466	0.004472	0.455686	-3517.213
19000	0.032035	0.039231	0.001653	0.005416	0.649914	-3506.337
19004	0.024327	0.033607	0.002422	0.004472	0.498904	-3541.804
19008	0.029131	0.039935	0.003054	0.005473	0.592473	-3522.196
19012	0.025439	0.041608	0.003933	0.004755	0.623837	-3499.838
19016	0.023070	0.043998	0.002294	0.004755	0.222826	-3500.214
19020	0.018830	0.043290	0.001803	0.004136	0.198552	-3503.129
19024	0.020247	0.034081	0.001313	0.004136	0.694382	-3491.053
19028	0.019600	0.035849	0.001992	0.004135	0.579708	-3494.323
19032	0.019100	0.023808	0.002861	0.003544	0.255699	-3493.102
19036	0.017417	0.027694	0.003661	0.003544	0.255699	-3491.616
19040	0.013285	0.023720	0.003970	0.003032	0.255699	-3503.106
19044	0.014933	0.022275	0.002850	0.003290	0.380966	-3500.130
19048	0.014369	0.023768	0.003417	0.003290	0.633386	-3520.480
19052	0.019804	0.031852	0.003965	0.004276	0.663408	-3491.599
19056	0.017480	0.034388	0.005501	0.004276	0.370455	-3491.639
19060	0.017276	0.027087	0.004723	0.003584	0.395884	-3506.535
19064	0.013840	0.030959	0.006415	0.003125	0.310186	-3508.077
19068	0.012956	0.026865	0.002812	0.002979	0.449990	-3514.572
19072	0.013107	0.030600	0.002381	0.003392	0.480431	-3522.852
19076	0.018085	0.037849	0.002499	0.004516	0.527439	-3520.716
19080	0.015344	0.042634	0.002561	0.004366	0.527439	-3512.150
19084	0.018356	0.033927	0.002956	0.004366	0.649918	-3528.639
19088	0.015633	0.030994	0.001619	0.003589	0.797473	-3495.269
19092	0.013859	0.028377	0.001650	0.003249	0.552534	-3491.032
19096	0.015227	0.029872	0.001419	0.003249	0.503313	-3507.221
19100	0.015578	0.031363	0.001477	0.003249	0.663546	-3506.349
19104	0.018057	0.027148	0.001256	0.003249	1.116245	-3503.709
19108	0.014960	0.028562	0.001147	0.002802	0.524710	-3495.356
19112	0.018056	0.031418	0.000906	0.003232	0.408527	-3508.014
19116	0.015776	0.023650	0.000696	0.003269	0.417179	-3497.886
19120	0.019506	0.019829	0.001669	0.003903	0.635154	-3495.602
19124	0.021996	0.026543	0.001264	0.004332	0.672108	-3502.506
19128	0.022239	0.028756	0.001065	0.004187	0.597098	-3505.300
19132	0.021810	0.030113	0.001375	0.004187	0.782455	-3502.798
19136	0.018237	0.024105	0.002600	0.003421	0.539841	-3506.679
19140	0.013348	0.023601	0.001449	0.002655	0.663876	-3503.921
19144	0.012828	0.025270	0.001703	0.002597	0.537352	-3514.681
19148	0.017902	0.027603	0.003424	0.003221	0.462921	-3496.782
19152	0.016293	0.032077	0.002686	0.003245	0.689099	-3495.264
19156	0.011386	0.028448	0.002688	0.002453	0.675496	-3490.237
19160	0.013700	0.024222	0.002013	0.002649	0.675496	-3468.233
19164	0.015189	0.037307	0.003480	0.003122	0.538786	-3506.948
19168	0.018071	0.037187	0.003383	0.003122	0.707024	-3519.844
19172	0.014875	0.023740	0.002160	0.002385	0.707024	-3499.302
19176	0.014614	0.026701	0.002841	0.002385	0.707024	-3513.159
19180	0.015616	0.026839	0.002266	0.002385	0.673631	-3499.519
19184	0.017305	0.028898	0.001998	0.002385	0.673631	-3503.462
19188	0.021622	0.040139	0.002662	0.003229	0.673631	-3496.277
19192	0.024821	0.041092	0.002745	0.003822	0.545905	-3493.753
19196	0.024080	0.033974	0.003780	0.003822	0.561317	-3494.198
19200	0.026563	0.035916	0.004156	0.004479	0.561317	-3485.526
19204	0.026497	0.034612	0.003008	0.004502	0.378387	-3486.326
19208	0.029389	0.038938	0.001890	0.004502	0.550571	-3501.712
19212	0.028263	0.036650	0.001652	0.004502	0.801718	-3505.773
19216	0.028731	0.038116	0.002711	0.004630	0.732657	-3518.011
19220	0.027017	0.035343	0.003477	0.004630	0.732657	-3509.961
19224	0.027019	0.037667	0.002645	0.005109	0.512069	-3498.503
19228	0.027820	0.037566	0.002411	0.005109	0.720089	-3488.617
19232	0.028160	0.032763	0.002437	0.005109	0.550760	-3500.439
19236	0.029793	0.034043	0.003224	0.005109	0.732124	-3488.436
19240	0.027131	0.034103	0.001937	0.005109	0.621819	-3486.926
19244	0.027675	0.029316	0.002202	0.005109	0.431059	-3501.025
19248	0.019430	0.024905	0.001059	0.003585	0.597703	-3507.215
19252	0.018496	0.029002	0.001416	0.003254	0.481050	-3515.973
19256	0.016068	0.017991	0.001359	0.002648	0.481050	-3525.398
19260	0.017332	0.024304	0.001866	0.003108	0.708239	-3501.086
19264	0.017638	0.028730	0.001725	0.003108	0.591832	-3497.738
19268	0.020228	0.026710	0.001721	0.003704	0.696006	-3509.440
19272	0.019470	0.024572	0.001369	0.003704	0.521325	-3504.949
19276	0.022537	0.023857	0.001187	0.003704	0.521325	-3504.705
19280	0.016793	0.024710	0.001235	0.003110	0.329045	-3487.162
19284	0.020430	0.019264	0.001435	0.003515	0.462024	-3494.721
19288	0.017524	0.020210	0.001791	0.003407	0.497761	-3513.280
19292	0.021541	0.026207	0.001463	0.003656	0.540988	-3512.435
19296	0.021541	0.023883	0.002607	0.003656	0.596877	-3513.075
19300	0.016589	0.020535	0.002109	0.003267	0.596877	-3502.889
19304	0.021580	0.031160	0.002204	0.004350	0.801631	-3512.788
19308	0.022811	0.025116	0.002202	0.004350	0.532102	-3513.959
19312	0.021853	0.022840	0.002539	0.004350	0.449779	-3515.065
19316	0.019450	0.020308	0.001886	0.004350	0.520457	-3530.760
19320	0.017895	0.020012	0.001251	0.003887	0.667722	-3533.835
19324	0.010518	0.017962	0.001251	0.002477	0.684714	-3505.580
19328	0.011708	0.019801	0.001479	0.002477	0.684714	-3510.298
19332	0.011127	0.018312	0.001261	0.002452	0.568053	-3515.908
19336	0.013445	0.018852	0.002135	0.003077	0.500288	-3505.244
19340	0.011475	0.015221	0.003698	0.002703	0.389824	-3512.546
19344	0.012172	0.019791	0.001811	0.003174	0.436995	-3512.914
19348	0.012433	0.014896	0.002321	0.003174	0.578606	-3494.462
19352	0.012949	0.013046	0.000924	0.003174	0.455940	-3494.189
19356	0.017337	0.017135	0.001177	0.003702	0.579424	-3503.165
19360	0.012959	0.015435	0.001434	0.002862	0.579424	-3472.608
19364	0.010686	0.011892	0.001172	0.002629	0.494525	-3498.124
19368	0.011853	0.015274	0.000772	0.002629	0.681729	-3487.101
19372	0.011138	0.018141	0.000992	0.002629	0.505273	-3486.131
19376	0.013763	0.023914	0.000874	0.003708	0.377812	-3479.846
19380	0.014377	0.026498	0.000532	0.003708	0.427891	-3488.995
19384	0.016258	0.027564	0.000885	0.003708	0.681999	-3491.895
19388	0.017856	0.023625	0.001063	0.003708	0.620571	-3497.901
19392	0.019157	0.026650	0.001161	0.003708	0.406219	-3506.510
19396	0.023745	0.031987	0.001617	0.004331	0.552088	-3513.390
19400	0.022281	0.026886	0.001090	0.004331	0.678598	-3508.284
19404	0.025343	0.032713	0.002136	0.005077	0.512011	-3509.199
19408	0.022559	0.025120	0.001617	0.004339	0.798990	-3506.751
19412	0.022394	0.031061	0.001040	0.004339	0.565159	-3519.088
19416	0.020239	0.029261	0.001158	0.004202	0.489538	-3516.652
19420	0.019723	0.022148	0.000701	0.003605	0.355092	-3493.536
19424	0.019568	0.022495	0.000703	0.003605	0.543409	-3485.327
19428	0.020209	0.026899	0.001994	0.004417	0.588276	-3496.438
19432	0.017986	0.030508	0.002234	0.004034	0.261097	-3483.291
19436	0.016981	0.023223	0.002586	0.003220	0.481425	-3510.875
19440	0.016413	0.022694	0.003334	0.002869	0.502907	-3507.390
19444	0.016259	0.023997	0.003389	0.002869	0.497906	-3521.337
19448	0.014761	0.022020	0.002891	0.002869	0.459445	-3506.479
19452	0.017234	0.026093	0.001315	0.003556	0.261733	-3521.805
19456	0.016018	0.023137	0.001825	0.003556	0.306984	-3507.318
19460	0.014472	0.023916	0.002376	0.003608	0.437324	-3512.771
19464	0.013250	0.017769	0.000925	0.003305	0.509044	-3509.881
19468	0.012455	0.020935	0.001053	0.003305	0.679898	-3495.190
19472	0.009958	0.017809	0.001759	0.003305	0.679898	-3485.346
19476	0.009963	0.016026	0.001118	0.003305	0.604787	-3498.993
19480	0.014722	0.020020	0.001163	0.004712	0.433439	-3509.738
19484	0.012455	0.021148	0.001119	0.004191	0.732287	-3515.431
19488	0.012078	0.019811	0.000617	0.004277	0.541521	-3510.525
19492	0.011430	0.019859	0.001243	0.004277	0.541521	-3503.417
19496	0.011829	0.023849	0.001349	0.004315	0.371347	-3503.247
19500	0.012601	0.028631	0.000931	0.004495	0.371347	-3527.473
19504	0.012407	0.020682	0.001067	0.004495	0.622394	-3512.531
19508	0.015648	0.022151	0.001500	0.005124	0.923798	-3527.961
19512	0.017287	0.028365	0.001361	0.005968	0.656005	-3515.801
19516	0.014957	0.023122	0.001372	0.005320	0.528071	-3562.844
19520	0.015470	0.034655	0.000575	0.006137	0.371257	-3532.123
19524	0.013718	0.023074	0.000739	0.004787	0.587536	-3518.586
19528	0.012925	0.021204	0.000936	0.004084	0.639407	-3512.302
19532	0.014661	0.023949	0.000695	0.004428	0.639407	-3530.147
19536	0.015165	0.019336	0.001092	0.004238	0.623870	-3511.819
19540	0.016947	0.019861	0.001253	0.004331	0.610009	-3527.216
19544	0.015832	0.023392	0.000674	0.004331	0.453950	-3518.634
19548	0.013614	0.017949	0.000800	0.003739	0.447802	-3507.732
19552	0.014640	0.020498	0.000469	0.004461	0.419333	-3528.727
19556	0.014470	0.024150	0.001039	0.004461	0.419333	-3542.773
19560	0.013734	0.024288	0.001295	0.004152	0.609296	-3523.470
19564	0.014268	0.021802	0.001591	0.004323	0.395354	-3494.839
19568	0.013398	0.020870	0.001630	0.004172	0.253266	-3519.672
19572	0.014513	0.027811	0.001292	0.004172	0.303073	-3499.357
19576	0.013110	0.020000	0.000862	0.003638	0.303073	-3514.298
19580	0.013556	0.023330	0.001073	0.003638	0.553354	-3495.010
19584	0.014905	0.021867	0.000724	0.004000	0.440620	-3510.986
19588	0.013049	0.024952	0.000826	0.003709	0.571968	-3506.183
19592	0.016451	0.018488	0.000605	0.004106	0.630921	-3498.047
19596	0.017677	0.022389	0.000814	0.004106	0.630921	-3497.786
19600	0.018089	0.020751	0.001089	0.004106	0.435413	-3502.975
19604	0.017398	0.023963	0.001192	0.004106	0.553839	-3505.327
19608	0.016887	0.025998	0.001191	0.004106	0.468260	-3506.575
19612	0.016759	0.024793	0.001554	0.004106	0.636415	-3507.391
19616	0.015368	0.022569	0.001064	0.004015	0.481721	-3524.095
19620	0.013923	0.020142	0.001814	0.003637	0.481721	-3522.347
19624	0.017522	0.022426	0.003709	0.004502	0.505064	-3523.536
19628	0.014383	0.018605	0.001768	0.003819	0.505064	-3524.611
19632	0.012676	0.016350	0.001391	0.003318	0.500733	-3525.335
19636	0.012010	0.011718	0.000873	0.003105	0.474474	-3518.389
19640	0.010480	0.013782	0.002291	0.003096	0.591897	-3549.200
19644	0.011251	0.017309	0.001870	0.003096	0.591897	-3520.872
19648	0.012150	0.012022	0.000957	0.003276	0.591897	-3525.728
19652	0.011073	0.016567	0.001203	0.003276	0.521667	-3506.666
19656	0.009440	0.014345	0.001325	0.002548	0.584656	-3514.010
19660	0.008947	0.011379	0.000658	0.002548	0.572904	-3516.315
19664	0.009051	0.012595	0.000586	0.002548	0.566748	-3517.839
19668	0.008706	0.012117	0.000351	0.002548	0.708090	-3498.919
19672	0.012098	0.014712	0.000872	0.003404	0.654105	-3497.653
19676	0.014889	0.017331	0.001275	0.004092	0.725273	-3503.803
19680	0.014801	0.016458	0.000711	0.004092	0.629886	-3512.573
19684	0.014935	0.022998	0.000606	0.004341	0.288632	-3497.339
19688	0.018628	0.019492	0.000596	0.005078	0.505654	-3517.992
19692	0.019004	0.024526	0.000449	0.005292	0.590208	-3509.266
19696	0.014201	0.014278	0.000922	0.003789	0.590208	-3512.553
19700	0.014207	0.022459	0.002064	0.003994	0.665826	-3490.561
19704	0.013619	0.014805	0.001804	0.003724	0.581631	-3519.656
19708	0.014808	0.014618	0.001171	0.003724	0.376497	-3504.909
19712	0.013150	0.018205	0.001241	0.003047	0.573542	-3495.966
19716	0.012605	0.015268	0.000856	0.003047	0.491198	-3489.139
19720	0.013796	0.019087	0.001304	0.003033	0.320648	-3508.131
19724	0.015365	0.023477	0.001541	0.003371	0.466703	-3516.351
19728	0.016150	0.031134	0.001402	0.003982	0.302690	-3489.841
19732	0.012337	0.024116	0.001748	0.003272	0.575986	-3513.509
19736	0.012109	0.022734	0.000743	0.003134	0.284199	-3503.603
19740	0.012338	0.022229	0.000930	0.003134	0.538391	-3495.807
19744	0.011447	0.017216	0.001193	0.003134	0.466487	-3502.902
19748	0.011904	0.016925	0.001271	0.003134	0.519598	-3508.049
19752	0.012463	0.016251	0.000765	0.003134	0.495338	-3516.945
19756	0.013041	0.018714	0.001333	0.003134	0.735927	-3517.755
19760	0.018678	0.024230	0.000970	0.004314	1.000960	-3516.818
19764	0.015868	0.018830	0.001004	0.003554	0.496137	-3527.712
19768	0.015198	0.018701	0.001407	0.003554	0.625336	-3518.605
19772	0.012514	0.017080	0.000342	0.003300	0.310002	-3518.127
19776	0.013761	0.019789	0.000697	0.003300	0.421558	-3508.138
19780	0.015703	0.021688	0.001284	0.003991	0.272388	-3517.744
19784	0.015043	0.020831	0.001079	0.004397	0.408588	-3517.930
19788	0.013191	0.022410	0.000574	0.003779	0.667310	-3546.459
19792	0.014045	0.022186	0.001095	0.003750	0.405832	-3533.352
19796	0.013473	0.021079	0.000937	0.004434	0.466252	-3519.964
19800	0.014650	0.023468	0.001891	0.004434	0.576700	-3508.749
19804	0.012880	0.026604	0.000740	0.004434	0.394171	-3540.140
19808	0.009787	0.019408	0.001123	0.003379	0.387202	-3508.908
19812	0.009126	0.019556	0.000750	0.002977	0.454291	-3502.951
19816	0.008050	0.010747	0.001252	0.002260	0.635172	-3523.239
19820	0.010637	0.015105	0.001941	0.002803	0.554437	-3534.268
19824	0.011258	0.020189	0.001828	0.002739	0.702854	-3524.535
19828	0.010801	0.017848	0.001589	0.002739	0.595029	-3540.830
19832	0.013404	0.017237	0.001585	0.003040	0.472161	-3518.179
19836	0.012440	0.018990	0.001158	0.003040	0.472161	-3514.536
19840	0.016209	0.021069	0.003181	0.003471	0.517471	-3506.290
19844	0.015424	0.018214	0.001592	0.003116	0.466605	-3495.547
19848	0.014709	0.017648	0.001768	0.003116	0.466605	-3512.831
19852	0.013643	0.021593	0.001895	0.002938	0.479046	-3530.863
19856	0.013625	0.016146	0.003246	0.002938	0.426111	-3530.885
19860	0.013482	0.018077	0.003339	0.003119	0.426111	-3517.265
19864	0.012282	0.018528	0.002806	0.003119	0.336795	-3511.882
19868	0.013595	0.021849	0.001290	0.003189	0.495726	-3522.029
19872	0.018192	0.024461	0.001915	0.004088	0.590709	-3511.975
19876	0.014690	0.018358	0.001815	0.003852	0.512368	-3513.917
19880	0.013567	0.023035	0.001611	0.003852	0.663810	-3511.697
19884	0.015165	0.022961	0.001756	0.003976	0.663810	-3543.142
19888	0.014445	0.021292	0.001052	0.003976	0.633947	-3513.808
19892	0.012599	0.018530	0.001696	0.003492	0.477412	-3513.827
19896	0.013140	0.020049	0.001653	0.003817	0.557310	-3509.113
19900	0.015716	0.024153	0.001488	0.004072	0.557310	-3517.812
19904	0.015690	0.021426	0.001129	0.004072	0.454278	-3507.459
19908	0.015652	0.023066	0.001739	0.004311	0.471018	-3478.156
19912	0.013882	0.021097	0.001519	0.003881	0.483177	-3499.490
19916	0.012633	0.024017	0.001765	0.003383	0.714448	-3513.884
19920	0.015844	0.025165	0.002676	0.003785	0.536628	-3499.056
19924	0.012621	0.019395	0.004140	0.002985	0.601260	-3492.213
19928	0.013939	0.023774	0.004533	0.003402	0.668671	-3478.837
19932	0.016344	0.031964	0.004121	0.004178	0.403011	-3500.139
19936	0.018578	0.038374	0.002105	0.004284	0.582437	-3496.022
19940	0.016923	0.032434	0.001612	0.004284	0.562062	-3498.531
19944	0.016141	0.029285	0.002202	0.004034	0.418957	-3520.253
19948	0.012933	0.017124	0.001296	0.002788	0.442808	-3513.655
19952	0.012377	0.016800	0.001802	0.002788	0.478469	-3489.644
19956	0.013124	0.018918	0.001690	0.002788	0.567841	-3498.519
19960	0.014508	0.019092	0.001302	0.002788	0.427834	-3513.821
19964	0.012858	0.019229	0.000851	0.002788	0.468134	-3509.474
19968	0.013174	0.020771	0.000696	0.002788	0.628060	-3509.053
19972	0.016592	0.022524	0.000728	0.003332	0.655412	-3515.155
19976	0.015610	0.025940	0.001061	0.003332	0.393708	-3501.306
19980	0.017546	0.022314	0.000712	0.003416	0.723314	-3501.650
19984	0.014035	0.017938	0.001045	0.003034	0.436799	-3506.010
19988	0.011677	0.014610	0.000680	0.002430	0.364983	-3512.409
19992	0.011151	0.010313	0.000605	0.002430	0.323212	-3515.496
19996	0.016988	0.018838	0.001354	0.003298	0.636243	-3532.294
20000	0.017341	0.019121	0.001328	0.003344	0.483228	-3522.896
20004	0.015660	0.022832	0.001401	0.003344	0.483228	-3519.266
20008	0.015994	0.022104	0.002169	0.003344	0.370697	-3514.495
20012	0.012964	0.023326	0.001586	0.002507	0.461832	-3498.418
20016	0.017398	0.025858	0.001494	0.002851	0.589781	-3516.714
20020	0.016942	0.028821	0.002452	0.003348	0.509495	-3511.807
20024	0.019667	0.026301	0.002161	0.003877	0.337295	-3522.920
20028	0.020238	0.025365	0.000912	0.003877	0.409996	-3513.884
20032	0.021278	0.029901	0.001212	0.004015	0.398080	-3515.974
20036	0.025337	0.023093	0.000958	0.004015	0.623898	-3519.764
20040	0.019651	0.019171	0.001725	0.003255	1.024549	-3512.678
20044	0.024768	0.033100	0.001770	0.004325	0.643478	-3499.028
20048	0.020251	0.027661	0.003165	0.003761	0.442388	-3481.965
20052	0.019786	0.026298	0.001754	0.003761	0.449191	-3503.208
20056	0.020734	0.030463	0.002420	0.004120	0.587222	-3480.163
20060	0.016254	0.024392	0.002914	0.003534	0.587222	-3508.751
20064	0.012419	0.026603	0.003278	0.003206	0.457793	-3501.845
20068	0.014631	0.029707	0.002206	0.003206	0.632339	-3492.491
20072	0.015293	0.025397	0.001989	0.003206	0.632339	-3501.249
20076	0.012243	0.020639	0.001590	0.002830	0.704531	-3514.126
20080	0.011136	0.015123	0.001613	0.002708	0.407764	-3493.703
20084	0.011469	0.020152	0.003352	0.002679	0.371218	-3503.736
20088	0.013997	0.029565	0.003485	0.003384	0.522949	-3505.428
20092	0.015201	0.026067	0.002479	0.003384	0.522949	-3507.851
20096	0.018816	0.035043	0.002705	0.003829	0.548775	-3485.069
20100	0.015111	0.026165	0.002881	0.003203	0.548775	-3495.146
20104	0.014664	0.025252	0.002466	0.003021	0.462431	-3502.804
20108	0.011096	0.019594	0.001761	0.002043	0.650731	-3479.597
20112	0.014406	0.023371	0.002538	0.002573	0.485740	-3482.413
20116	0.016618	0.031865	0.002541	0.002789	0.506597	-3487.139
20120	0.014719	0.024079	0.001025	0.002724	0.530618	-3498.943
20124	0.016443	0.029297	0.001736	0.002724	0.907672	-3516.117
20128	0.015536	0.027845	0.001916	0.002724	0.615009	-3501.844
20132	0.015631	0.023044	0.001296	0.002724	0.615009	-3525.681
20136	0.014670	0.024691	0.001525	0.002504	0.615009	-3527.719
20140	0.014968	0.022005	0.003396	0.002504	0.615009	-3508.576
20144	0.014380	0.023055	0.001446	0.002504	0.894590	-3498.719
20148	0.015402	0.021288	0.001713	0.002609	0.408391	-3502.723
20152	0.019220	0.016024	0.001319	0.002363	1.038932	-3493.586
20156	0.018313	0.025782	0.001606	0.002727	0.662369	-3520.650
20160	0.017124	0.019089	0.001555	0.002255	0.662369	-3511.127
20164	0.015767	0.019395	0.001850	0.002255	0.463121	-3526.983
20168	0.016460	0.019972	0.001888	0.002255	0.733502	-3481.056
20172	0.019095	0.019754	0.001528	0.002255	0.484635	-3501.051
20176	0.019538	0.019418	0.001893	0.002225	0.837115	-3485.995
20180	0.018034	0.016705	0.002947	0.002225	0.837115	-3506.191
20184	0.014872	0.014038	0.001792	0.002049	0.575758	-3519.583
20188	0.014631	0.013233	0.002311	0.002049	0.726657	-3508.806
20192	0.017388	0.019494	0.001685	0.002684	0.452289	-3499.289
20196	0.015857	0.022296	0.001809	0.002753	0.714404	-3485.777
20200	0.014830	0.024223	0.002097	0.002791	0.403216	-3496.080
20204	0.016289	0.023221	0.001214	0.002791	0.403216	-3515.400
20208	0.018510	0.034031	0.002179	0.003490	0.732554	-3494.180
20212	0.017583	0.029016	0.001658	0.003235	0.447941	-3493.444
20216	0.016185	0.032478	0.001812	0.003235	0.457865	-3487.813
20220	0.018563	0.034098	0.001898	0.003619	0.701055	-3501.628
20224	0.017726	0.025816	0.001993	0.003619	0.590532	-3502.058
20228	0.017270	0.025555	0.001354	0.003619	0.616288	-3495.969
20232	0.016533	0.024897	0.000902	0.003619	0.504671	-3501.294
20236	0.020026	0.028274	0.001220	0.004325	0.407946	-3500.601
20240	0.019661	0.026339	0.003149	0.004325	0.393040	-3504.496
20244	0.019244	0.027343	0.004275	0.004325	0.446073	-3503.925
20248	0.019338	0.041118	0.001582	0.004900	0.446073	-3532.278
20252	0.017775	0.029447	0.002014	0.004298	0.612913	-3547.641
20256	0.019302	0.031507	0.003459	0.004298	0.457451	-3539.779
20260	0.018936	0.025324	0.005164	0.003582	0.457451	-3516.693
20264	0.017568	0.021934	0.003274	0.003727	0.452227	-3515.422
20268	0.016846	0.022994	0.001859	0.003697	0.699347	-3528.671
20272	0.017304	0.028767	0.003097	0.003697	0.527215	-3530.772
20276	0.015151	0.022512	0.002483	0.003001	0.500157	-3533.400
20280	0.013894	0.018512	0.003633	0.002493	0.813721	-3524.920
20284	0.014475	0.022613	0.002548	0.002594	0.583423	-3513.738
20288	0.017844	0.026569	0.003175	0.003064	0.573898	-3522.764
20292	0.017710	0.031535	0.002337	0.003165	0.573898	-3503.846
20296	0.017771	0.023767	0.002094	0.003234	0.573898	-3507.512
20300	0.018298	0.031166	0.002413	0.003234	0.737933	-3514.831
20304	0.014989	0.024842	0.001931	0.002895	0.593435	-3478.439
20308	0.018510	0.029107	0.002426	0.003513	0.410181	-3507.964
20312	0.020252	0.027717	0.003522	0.003431	0.545539	-3512.948
20316	0.020545	0.024692	0.002527	0.003276	0.548657	-3505.528
20320	0.020781	0.022848	0.002458	0.003276	0.670753	-3511.911
20324	0.016574	0.020342	0.003080	0.002715	0.341679	-3508.556
20328	0.018542	0.028493	0.005730	0.003195	0.603947	-3522.865
20332	0.018620	0.031559	0.003803	0.003382	0.717100	-3522.800
20336	0.015469	0.018081	0.003189	0.002730	0.717100	-3503.177
20340	0.017993	0.023983	0.004577	0.002808	0.452584	-3506.937
20344	0.016362	0.019817	0.003888	0.002889	0.408578	-3519.151
20348	0.015560	0.019796	0.002447	0.002889	0.420348	-3502.384
20352	0.017832	0.019088	0.001491	0.002889	0.218217	-3515.419
20356	0.015673	0.021953	0.002209	0.002714	0.306184	-3521.102
20360	0.015199	0.023099	0.001899	0.002714	0.493686	-3522.570
20364	0.019849	0.019223	0.001830	0.003280	0.493686	-3523.162
20368	0.019342	0.023169	0.001101	0.003280	0.486433	-3503.852
20372	0.020256	0.025667	0.001002	0.003280	0.460072	-3506.851
20376	0.024231	0.032623	0.001724	0.004051	0.500365	-3500.608
20380	0.022307	0.038697	0.003047	0.004051	0.527631	-3505.221
20384	0.026060	0.030260	0.004075	0.004358	0.527631	-3491.446
20388	0.027526	0.025712	0.003281	0.004358	0.430563	-3495.338
20392	0.028168	0.031044	0.002364	0.004358	0.444213	-3510.466
