Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	lnL
16072	0.016929	0.028324	0.007811	0.001913	-3539.757
16076	0.016052	0.028324	0.007811	0.001913	-3532.583
16080	0.014611	0.022732	0.006692	0.001639	-3540.022
16084	0.014611	0.022634	0.006036	0.001817	-3529.041
16088	0.016663	0.025814	0.009285	0.001983	-3542.679
16092	0.011810	0.019286	0.005734	0.001532	-3529.021
16096	0.014030	0.021943	0.006811	0.001820	-3528.317
16100	0.011941	0.019827	0.006402	0.001402	-3520.134
16104	0.013870	0.025414	0.006151	0.001684	-3545.040
16108	0.013870	0.025691	0.006151	0.001684	-3547.501
16112	0.013157	0.023530	0.005876	0.001597	-3532.321
16116	0.016951	0.029792	0.006937	0.002013	-3521.401
16120	0.019925	0.037334	0.011058	0.002302	-3543.202
16124	0.024394	0.042965	0.013519	0.002650	-3522.512
16128	0.020517	0.036953	0.011571	0.002372	-3528.610
16132	0.016046	0.028108	0.009402	0.001812	-3538.451
16136	0.021765	0.038127	0.012698	0.002469	-3524.675
16140	0.016082	0.025755	0.009281	0.001927	-3555.597
16144	0.015140	0.025755	0.009613	0.001800	-3561.374
16148	0.012969	0.022221	0.007025	0.001609	-3570.005
16152	0.013055	0.023737	0.007071	0.001620	-3569.729
16156	0.019498	0.037092	0.012331	0.002419	-3557.105
16160	0.016123	0.032221	0.010136	0.002129	-3569.411
16164	0.016959	0.033894	0.010662	0.002240	-3543.440
16168	0.021486	0.042940	0.013475	0.002845	-3549.312
16172	0.020717	0.042940	0.013098	0.002926	-3531.360
16176	0.020492	0.043498	0.012555	0.002722	-3527.858
16180	0.020102	0.042319	0.011743	0.002562	-3508.842
16184	0.021687	0.043462	0.009908	0.002768	-3503.912
16188	0.019955	0.039992	0.009941	0.002336	-3532.719
16192	0.017174	0.036716	0.008519	0.002126	-3531.257
16196	0.017174	0.036716	0.008681	0.002086	-3538.536
16200	0.014657	0.031335	0.006945	0.001899	-3548.593
16204	0.015475	0.033085	0.006527	0.001863	-3532.059
16208	0.016621	0.037175	0.007660	0.002002	-3548.713
16212	0.021799	0.043486	0.008960	0.002342	-3543.495
16216	0.022923	0.042727	0.009066	0.002370	-3542.117
16220	0.018287	0.033229	0.007232	0.001890	-3541.193
16224	0.024496	0.045040	0.009753	0.002516	-3523.740
16228	0.018956	0.034055	0.006904	0.002128	-3536.025
16232	0.022726	0.039551	0.008277	0.002551	-3540.165
16236	0.024631	0.040979	0.007714	0.002609	-3536.963
16240	0.024631	0.040979	0.008647	0.002609	-3551.517
16244	0.023193	0.041013	0.008415	0.002681	-3564.057
16248	0.019674	0.034340	0.005976	0.002169	-3530.082
16252	0.019674	0.034340	0.005976	0.002169	-3552.412
16256	0.019147	0.031362	0.006061	0.002209	-3545.312
16260	0.018980	0.031613	0.006848	0.002333	-3550.340
16264	0.018190	0.031372	0.006562	0.002236	-3572.701
16268	0.019137	0.040036	0.006804	0.002542	-3556.527
16272	0.016439	0.031727	0.005280	0.002202	-3526.899
16276	0.016866	0.032552	0.004399	0.002259	-3558.147
16280	0.014359	0.027713	0.004440	0.002052	-3556.707
16284	0.018485	0.035677	0.005933	0.002544	-3554.474
16288	0.014773	0.029969	0.005238	0.002072	-3562.892
16292	0.018535	0.037600	0.004662	0.002599	-3564.214
16296	0.018125	0.036768	0.005221	0.002548	-3548.323
16300	0.016219	0.033261	0.004723	0.002305	-3568.205
16304	0.017248	0.034464	0.005375	0.002290	-3562.837
16308	0.018226	0.037752	0.005680	0.002420	-3562.275
16312	0.018226	0.037752	0.007354	0.002501	-3582.002
16316	0.018373	0.038056	0.007881	0.002371	-3567.531
16320	0.014962	0.029966	0.005911	0.002097	-3558.468
16324	0.015585	0.030824	0.005965	0.002049	-3578.744
16328	0.014295	0.028586	0.004661	0.001880	-3541.040
16332	0.015175	0.027134	0.004594	0.001853	-3514.410
16336	0.017449	0.031200	0.005283	0.002130	-3516.766
16340	0.023302	0.043175	0.007046	0.002848	-3515.667
16344	0.020213	0.037452	0.006208	0.002433	-3511.498
16348	0.024254	0.044937	0.007409	0.002935	-3534.704
16352	0.025359	0.046986	0.008298	0.003069	-3543.522
16356	0.024743	0.045671	0.008815	0.003109	-3530.651
16360	0.027903	0.052156	0.010687	0.003262	-3529.789
16364	0.020489	0.039867	0.007488	0.002720	-3536.609
16368	0.019648	0.040963	0.007664	0.002657	-3523.777
16372	0.022008	0.044840	0.009380	0.002856	-3520.321
16376	0.015876	0.032348	0.006767	0.002060	-3533.233
16380	0.019913	0.038127	0.008939	0.002454	-3518.180
16384	0.017659	0.034824	0.007018	0.002458	-3525.936
16388	0.021239	0.041884	0.009728	0.002949	-3523.497
16392	0.019822	0.038384	0.009079	0.002753	-3523.868
16396	0.019822	0.038384	0.009379	0.002665	-3523.638
16400	0.015754	0.032637	0.006821	0.002314	-3544.090
16404	0.016823	0.034686	0.006464	0.002265	-3530.515
16408	0.018072	0.037184	0.006768	0.002366	-3548.946
16412	0.014302	0.031589	0.004752	0.002010	-3528.154
16416	0.017573	0.038813	0.006261	0.002303	-3529.827
16420	0.015286	0.032494	0.005289	0.002063	-3544.174
16424	0.015286	0.032494	0.006035	0.002063	-3548.081
16428	0.014867	0.033185	0.005750	0.002121	-3543.680
16432	0.018117	0.041502	0.008122	0.002585	-3542.112
16436	0.015763	0.035322	0.007067	0.002249	-3525.073
16440	0.014489	0.032573	0.005970	0.002250	-3564.516
16444	0.014166	0.030329	0.006494	0.002358	-3547.162
16448	0.014166	0.030329	0.006494	0.002358	-3559.873
16452	0.014166	0.030329	0.007318	0.002314	-3538.884
16456	0.013048	0.027509	0.006060	0.002132	-3530.550
16460	0.012614	0.027241	0.006060	0.002132	-3553.475
16464	0.013861	0.029934	0.006788	0.002256	-3546.635
16468	0.014123	0.030499	0.007096	0.002241	-3521.751
16472	0.016614	0.035879	0.007223	0.002428	-3530.316
16476	0.016614	0.035879	0.006654	0.002428	-3520.915
16480	0.013886	0.030516	0.005753	0.001962	-3531.208
16484	0.010878	0.027107	0.004901	0.001644	-3547.188
16488	0.010878	0.027107	0.005121	0.001573	-3546.739
16492	0.010878	0.027107	0.005605	0.001643	-3533.746
16496	0.012271	0.029369	0.006077	0.001928	-3569.647
16500	0.013923	0.032374	0.006033	0.001931	-3550.786
16504	0.011601	0.028995	0.005191	0.001662	-3558.658
16508	0.011254	0.029489	0.004914	0.001652	-3513.984
16512	0.011254	0.030632	0.004612	0.001760	-3552.713
16516	0.012321	0.033102	0.004612	0.001760	-3550.790
16520	0.012321	0.033103	0.004612	0.001760	-3535.881
16524	0.011338	0.033103	0.005686	0.001760	-3566.952
16528	0.014114	0.039998	0.006765	0.002160	-3549.645
16532	0.014114	0.041204	0.006574	0.002223	-3551.443
16536	0.014050	0.041017	0.006718	0.002306	-3540.144
16540	0.014050	0.040090	0.005271	0.002306	-3542.725
16544	0.014673	0.042007	0.005003	0.002343	-3530.526
16548	0.016684	0.046926	0.006829	0.002440	-3551.677
16552	0.018065	0.052330	0.006682	0.002923	-3558.124
16556	0.018065	0.051035	0.006860	0.002847	-3542.243
16560	0.018065	0.051035	0.008372	0.002847	-3539.829
16564	0.015084	0.042615	0.006741	0.002466	-3531.428
16568	0.015304	0.045182	0.007761	0.002294	-3556.517
16572	0.015304	0.046158	0.007020	0.002294	-3545.584
16576	0.012710	0.040676	0.006536	0.001961	-3527.675
16580	0.012710	0.041385	0.006438	0.001990	-3534.145
16584	0.010025	0.033475	0.005084	0.001568	-3557.994
16588	0.010025	0.034086	0.005123	0.001556	-3540.850
16592	0.010025	0.034086	0.005123	0.001556	-3538.803
16596	0.011058	0.037415	0.005651	0.001716	-3540.182
16600	0.011435	0.038689	0.005633	0.001841	-3524.076
16604	0.011435	0.037884	0.006245	0.001661	-3522.667
16608	0.010133	0.034173	0.005214	0.001562	-3534.261
16612	0.010564	0.035388	0.005436	0.001628	-3567.403
16616	0.009381	0.032542	0.004674	0.001494	-3535.913
16620	0.011100	0.035148	0.005454	0.001792	-3537.823
16624	0.011100	0.036468	0.006035	0.001710	-3537.153
16628	0.011100	0.037613	0.006035	0.001710	-3555.062
16632	0.011757	0.039840	0.006392	0.001811	-3531.619
16636	0.013504	0.042463	0.006813	0.001930	-3528.632
16640	0.013459	0.042747	0.006813	0.001930	-3542.022
16644	0.014457	0.042626	0.006813	0.001930	-3522.479
16648	0.013394	0.039492	0.005937	0.001901	-3534.007
16652	0.011257	0.032532	0.005656	0.001598	-3533.140
16656	0.010520	0.031665	0.005286	0.001493	-3513.460
16660	0.010520	0.030174	0.005413	0.001458	-3532.708
16664	0.010881	0.030987	0.005599	0.001508	-3515.217
16668	0.009784	0.025189	0.004443	0.001256	-3510.786
16672	0.010561	0.027190	0.004796	0.001356	-3519.018
16676	0.010561	0.026395	0.005603	0.001356	-3544.796
16680	0.010561	0.024763	0.005103	0.001356	-3526.372
16684	0.013539	0.030489	0.006932	0.001738	-3535.075
16688	0.013461	0.031735	0.007075	0.001864	-3532.917
16692	0.013461	0.031467	0.007437	0.001747	-3517.637
16696	0.017316	0.039381	0.009566	0.002248	-3534.345
16700	0.015718	0.035748	0.007850	0.002040	-3519.049
16704	0.014647	0.034394	0.007226	0.001925	-3518.452
16708	0.016379	0.035455	0.006385	0.002178	-3520.900
16712	0.015537	0.033631	0.006364	0.001948	-3548.431
16716	0.017047	0.036316	0.005862	0.002138	-3531.484
16720	0.015788	0.032871	0.005281	0.002035	-3545.105
16724	0.018601	0.038729	0.006222	0.002398	-3544.342
16728	0.021249	0.044242	0.007693	0.002530	-3562.516
16732	0.021249	0.044516	0.007951	0.002559	-3537.674
16736	0.017285	0.036212	0.006250	0.002154	-3541.125
16740	0.020607	0.039647	0.006834	0.002548	-3529.741
16744	0.018894	0.037224	0.006320	0.002356	-3517.940
16748	0.020956	0.040159	0.006539	0.002801	-3521.893
16752	0.025090	0.048082	0.007829	0.003353	-3544.137
16756	0.023417	0.044875	0.008416	0.003130	-3518.758
16760	0.017208	0.031057	0.005524	0.002165	-3534.405
16764	0.020348	0.036725	0.006843	0.002444	-3533.198
16768	0.020348	0.035507	0.007333	0.002489	-3534.074
16772	0.020348	0.035507	0.007548	0.002418	-3525.839
16776	0.016365	0.029203	0.006071	0.001945	-3539.869
16780	0.019261	0.035296	0.005874	0.002371	-3554.375
16784	0.019370	0.034279	0.005907	0.002384	-3547.521
16788	0.018131	0.033134	0.006323	0.002228	-3539.022
16792	0.023062	0.040571	0.007742	0.002727	-3537.923
16796	0.022061	0.036888	0.007406	0.002609	-3537.447
16800	0.018614	0.031126	0.006396	0.002151	-3533.132
16804	0.015320	0.024589	0.006187	0.001802	-3527.685
16808	0.019946	0.030083	0.008116	0.002205	-3554.101
16812	0.019254	0.028090	0.007025	0.002221	-3539.459
16816	0.020453	0.028090	0.008349	0.002214	-3531.936
16820	0.020995	0.027735	0.007407	0.002214	-3525.897
16824	0.017654	0.025969	0.006127	0.002052	-3522.640
16828	0.020142	0.029630	0.006990	0.002342	-3528.602
16832	0.020142	0.031710	0.007378	0.002219	-3531.628
16836	0.019354	0.030469	0.007275	0.002191	-3527.230
16840	0.021238	0.035295	0.008254	0.002482	-3537.148
16844	0.021238	0.035867	0.008791	0.002331	-3531.329
16848	0.021874	0.035867	0.008178	0.002506	-3539.474
16852	0.021373	0.034705	0.008628	0.002375	-3527.414
16856	0.016084	0.023913	0.005979	0.001787	-3540.691
16860	0.016231	0.024131	0.006034	0.001804	-3539.166
16864	0.013432	0.022491	0.005579	0.001553	-3531.749
16868	0.012226	0.020471	0.004272	0.001378	-3560.532
16872	0.011615	0.019449	0.004059	0.001309	-3544.438
16876	0.011615	0.019449	0.005062	0.001309	-3520.486
16880	0.012230	0.022808	0.006315	0.001443	-3529.538
16884	0.013361	0.022808	0.006315	0.001443	-3522.246
16888	0.013307	0.021650	0.005879	0.001538	-3519.969
16892	0.013914	0.021491	0.006147	0.001608	-3526.738
16896	0.014246	0.021992	0.006901	0.001634	-3536.287
16900	0.016758	0.027322	0.009169	0.001898	-3543.788
16904	0.021794	0.033781	0.011336	0.002347	-3547.492
16908	0.021794	0.034714	0.009311	0.002359	-3528.139
16912	0.023056	0.039043	0.010966	0.002798	-3522.333
16916	0.023056	0.037854	0.011581	0.002565	-3542.572
16920	0.026566	0.043616	0.015976	0.002758	-3529.355
16924	0.022106	0.033421	0.011614	0.002276	-3546.649
16928	0.017208	0.025320	0.009041	0.001771	-3541.715
16932	0.016764	0.024389	0.009041	0.001771	-3533.652
16936	0.019201	0.029358	0.010243	0.002023	-3529.326
16940	0.018273	0.029358	0.010041	0.002023	-3531.611
16944	0.018273	0.028844	0.008918	0.002023	-3522.588
16948	0.022000	0.032982	0.010524	0.002388	-3524.764
16952	0.017404	0.025248	0.008430	0.001865	-3533.371
16956	0.017404	0.024176	0.007234	0.002174	-3523.975
16960	0.018699	0.022535	0.008617	0.002174	-3524.601
16964	0.018699	0.022535	0.008348	0.002244	-3540.454
16968	0.013961	0.018130	0.005613	0.001724	-3540.502
16972	0.015357	0.021152	0.006174	0.001896	-3546.626
16976	0.015357	0.021152	0.006440	0.001818	-3556.867
16980	0.013245	0.018242	0.005554	0.001568	-3547.041
16984	0.016414	0.021152	0.005944	0.001970	-3532.938
16988	0.016414	0.021152	0.005964	0.001963	-3528.386
16992	0.013356	0.018779	0.005109	0.001517	-3519.297
16996	0.017876	0.025135	0.006838	0.002031	-3529.117
17000	0.017749	0.025466	0.006670	0.002053	-3546.001
17004	0.024222	0.034874	0.009515	0.002680	-3544.753
17008	0.026793	0.038576	0.010939	0.002852	-3549.091
17012	0.027976	0.037755	0.010651	0.002929	-3525.347
17016	0.027976	0.037181	0.010317	0.002740	-3522.985
17020	0.023582	0.032478	0.008442	0.002380	-3504.243
17024	0.023582	0.032478	0.008489	0.002367	-3548.468
17028	0.020950	0.028570	0.007978	0.001949	-3553.637
17032	0.025434	0.033180	0.008972	0.002337	-3552.341
17036	0.021696	0.030318	0.007098	0.002150	-3562.037
17040	0.020426	0.030318	0.007173	0.002127	-3559.642
17044	0.019275	0.030318	0.007688	0.002127	-3535.788
17048	0.015192	0.022816	0.006059	0.001677	-3545.753
17052	0.015192	0.021785	0.006456	0.001574	-3556.966
17056	0.013133	0.018831	0.005581	0.001360	-3560.704
17060	0.015828	0.022696	0.006727	0.001639	-3549.612
17064	0.013080	0.017711	0.004931	0.001527	-3556.251
17068	0.012431	0.018251	0.004541	0.001498	-3539.022
17072	0.015750	0.023122	0.005753	0.001898	-3537.376
17076	0.015750	0.023122	0.005753	0.001898	-3544.844
17080	0.015846	0.020754	0.005789	0.001909	-3544.539
17084	0.015846	0.020754	0.006354	0.001739	-3536.410
17088	0.015679	0.020536	0.005468	0.001732	-3538.288
17092	0.017547	0.022202	0.005912	0.001873	-3559.391
17096	0.016508	0.022202	0.008011	0.001793	-3575.279
17100	0.016508	0.022202	0.008011	0.001793	-3563.392
17104	0.017609	0.024730	0.008693	0.001880	-3551.668
17108	0.017283	0.023099	0.008532	0.001845	-3546.876
17112	0.017283	0.023099	0.009470	0.001737	-3530.982
17116	0.017585	0.023049	0.008694	0.001874	-3541.817
17120	0.017585	0.023049	0.008694	0.001874	-3541.439
17124	0.017585	0.024481	0.008694	0.001874	-3547.634
17128	0.017585	0.024481	0.007497	0.001869	-3548.843
17132	0.015621	0.020097	0.005948	0.001587	-3552.120
17136	0.018443	0.023571	0.006488	0.001874	-3551.562
17140	0.019470	0.023571	0.006093	0.001996	-3541.387
17144	0.019470	0.023459	0.007639	0.001996	-3525.427
17148	0.019470	0.023459	0.007639	0.001996	-3532.246
17152	0.018515	0.024622	0.006249	0.001967	-3537.258
17156	0.016767	0.022298	0.005879	0.001781	-3548.401
17160	0.016767	0.022298	0.004624	0.001789	-3538.495
17164	0.020231	0.028259	0.005579	0.002158	-3554.837
17168	0.023874	0.033347	0.008484	0.002547	-3545.074
17172	0.023874	0.034098	0.008157	0.002649	-3543.297
17176	0.024869	0.036194	0.008154	0.002875	-3531.548
17180	0.020416	0.031936	0.006539	0.002351	-3549.040
17184	0.021498	0.033627	0.007160	0.002381	-3533.284
17188	0.021845	0.034481	0.007160	0.002381	-3555.001
17192	0.018016	0.026288	0.005782	0.002005	-3535.076
17196	0.017352	0.025319	0.006090	0.001766	-3526.406
17200	0.017352	0.025319	0.006061	0.001775	-3544.668
17204	0.019286	0.028142	0.006175	0.002044	-3533.959
17208	0.017839	0.028142	0.006011	0.002100	-3551.679
17212	0.017595	0.027089	0.004717	0.001953	-3539.369
17216	0.017595	0.027089	0.004717	0.001953	-3546.572
17220	0.019414	0.029889	0.005205	0.002155	-3532.077
17224	0.019414	0.029889	0.006271	0.002227	-3518.854
17228	0.019414	0.029044	0.005606	0.002491	-3522.801
17232	0.021685	0.030291	0.006147	0.002835	-3565.515
17236	0.021685	0.030291	0.006490	0.002685	-3555.878
17240	0.021685	0.030291	0.005954	0.002927	-3552.060
17244	0.021685	0.031025	0.005295	0.002839	-3567.304
17248	0.023542	0.035344	0.005522	0.002831	-3548.457
17252	0.027176	0.039725	0.008141	0.003156	-3553.926
17256	0.018339	0.026704	0.005183	0.002240	-3551.207
17260	0.020497	0.030751	0.005732	0.002530	-3555.984
17264	0.019566	0.028190	0.005900	0.002240	-3541.929
17268	0.017858	0.025729	0.004966	0.002217	-3550.989
17272	0.022860	0.029899	0.005473	0.002716	-3545.496
17276	0.022679	0.028214	0.005494	0.002410	-3544.853
17280	0.018192	0.021886	0.004495	0.001895	-3543.692
17284	0.024713	0.029730	0.005736	0.002740	-3556.671
17288	0.019523	0.024047	0.006010	0.002033	-3524.401
17292	0.020588	0.025358	0.005842	0.002326	-3517.479
17296	0.019120	0.022608	0.005054	0.002137	-3548.827
17300	0.021718	0.023845	0.005291	0.002474	-3544.931
17304	0.025245	0.025599	0.007273	0.002715	-3544.184
17308	0.023622	0.024355	0.006417	0.002437	-3565.205
17312	0.027536	0.027347	0.007498	0.002834	-3543.035
17316	0.025465	0.023930	0.006620	0.002745	-3524.681
17320	0.022745	0.022169	0.005496	0.002638	-3534.697
17324	0.026584	0.025910	0.007314	0.002708	-3553.102
17328	0.025871	0.026078	0.008437	0.002673	-3575.091
17332	0.020612	0.022128	0.006666	0.002112	-3561.414
17336	0.019323	0.021971	0.006249	0.001980	-3550.965
17340	0.018154	0.021971	0.005277	0.001931	-3546.903
17344	0.019294	0.024760	0.006764	0.001940	-3565.665
17348	0.019441	0.023711	0.006127	0.002142	-3569.193
17352	0.017037	0.020779	0.005369	0.001877	-3561.741
17356	0.015020	0.018319	0.004582	0.001622	-3543.656
17360	0.015020	0.017118	0.004582	0.001622	-3546.477
17364	0.015287	0.016533	0.004772	0.001453	-3527.704
17368	0.019002	0.020551	0.005675	0.002038	-3528.550
17372	0.017484	0.020557	0.007137	0.002016	-3552.222
17376	0.018396	0.021630	0.007510	0.002121	-3561.421
17380	0.021761	0.025587	0.009313	0.002394	-3544.917
17384	0.021761	0.025587	0.010643	0.002394	-3539.598
17388	0.018522	0.021069	0.007701	0.001939	-3538.634
17392	0.016100	0.018314	0.005040	0.001884	-3540.190
17396	0.014999	0.017421	0.005528	0.001783	-3549.028
17400	0.015207	0.018103	0.005744	0.001853	-3537.603
17404	0.014269	0.022304	0.005744	0.001853	-3540.927
17408	0.014528	0.021396	0.005976	0.001846	-3550.386
17412	0.018770	0.027644	0.007784	0.002366	-3562.281
17416	0.016277	0.025263	0.007246	0.002052	-3545.715
17420	0.020674	0.031072	0.008912	0.002524	-3550.416
17424	0.020674	0.031072	0.009798	0.002524	-3537.529
17428	0.020674	0.031072	0.010347	0.002390	-3529.138
17432	0.021267	0.031963	0.008484	0.002459	-3545.070
17436	0.022086	0.033194	0.009677	0.002324	-3546.013
17440	0.017682	0.026575	0.007469	0.001930	-3540.190
17444	0.017032	0.025598	0.006023	0.002108	-3560.903
17448	0.017786	0.024023	0.006801	0.002036	-3555.153
17452	0.016641	0.024023	0.006467	0.001905	-3557.956
17456	0.016641	0.025002	0.006467	0.001905	-3565.357
17460	0.025161	0.037803	0.009576	0.002941	-3562.108
17464	0.025161	0.037803	0.010861	0.002941	-3546.213
17468	0.024579	0.036929	0.013592	0.002818	-3548.606
17472	0.021106	0.031711	0.011672	0.002420	-3551.594
17476	0.020672	0.031059	0.011153	0.002430	-3558.376
17480	0.019173	0.027097	0.009404	0.002193	-3542.676
17484	0.019173	0.027097	0.009096	0.002267	-3557.049
17488	0.019173	0.026076	0.009854	0.002369	-3541.412
17492	0.018966	0.025795	0.010995	0.002269	-3534.675
17496	0.018966	0.025795	0.010995	0.002269	-3550.372
17500	0.018388	0.025783	0.011013	0.002129	-3523.715
17504	0.016586	0.022557	0.008650	0.002075	-3510.612
17508	0.016586	0.023211	0.008408	0.002134	-3538.288
17512	0.015819	0.023093	0.007494	0.002077	-3542.802
17516	0.013799	0.020145	0.006942	0.001706	-3550.507
17520	0.013799	0.019937	0.008157	0.001706	-3544.209
17524	0.013799	0.018008	0.007734	0.001800	-3521.423
17528	0.016212	0.022804	0.008680	0.002114	-3544.892
17532	0.018334	0.025322	0.011173	0.002231	-3559.815
17536	0.021941	0.030303	0.012691	0.002669	-3554.322
17540	0.019022	0.026271	0.010481	0.002430	-3526.431
17544	0.019685	0.028748	0.010572	0.002409	-3535.155
17548	0.019764	0.030222	0.011465	0.002614	-3542.910
17552	0.017442	0.026230	0.007558	0.002228	-3541.502
17556	0.016657	0.027418	0.008534	0.002251	-3553.010
17560	0.017604	0.028977	0.007696	0.002379	-3531.395
17564	0.018748	0.029972	0.008411	0.002480	-3537.402
17568	0.022274	0.036505	0.012015	0.002842	-3519.128
17572	0.021547	0.037081	0.012699	0.002775	-3532.898
17576	0.016360	0.028155	0.009666	0.002101	-3542.549
17580	0.016360	0.028155	0.010243	0.002198	-3526.035
17584	0.020609	0.034267	0.012869	0.002508	-3542.275
17588	0.016503	0.028534	0.010260	0.002017	-3517.271
17592	0.013323	0.022976	0.008262	0.001624	-3535.888
17596	0.013649	0.023539	0.008464	0.001664	-3528.381
17600	0.015095	0.024289	0.008733	0.001717	-3555.339
17604	0.015378	0.023259	0.008733	0.001717	-3515.172
17608	0.012660	0.019149	0.008056	0.001414	-3513.840
17612	0.012660	0.019149	0.007678	0.001483	-3514.002
17616	0.011048	0.016710	0.006700	0.001294	-3530.459
17620	0.011048	0.016710	0.006859	0.001264	-3527.821
17624	0.011048	0.015623	0.004673	0.001224	-3545.360
17628	0.012486	0.017657	0.006122	0.001478	-3520.702
17632	0.013017	0.018408	0.006383	0.001541	-3521.847
17636	0.015592	0.022049	0.005060	0.001846	-3522.317
17640	0.013882	0.019631	0.005401	0.001644	-3538.451
17644	0.016120	0.022797	0.005995	0.001997	-3519.951
17648	0.016120	0.022210	0.005995	0.001997	-3514.585
17652	0.017291	0.022888	0.005995	0.001997	-3524.126
17656	0.017291	0.024120	0.008316	0.001997	-3513.632
17660	0.018104	0.024363	0.008399	0.002017	-3527.725
17664	0.015324	0.021754	0.007500	0.001801	-3513.549
17668	0.015324	0.022918	0.006942	0.001945	-3506.781
17672	0.014817	0.022159	0.008233	0.001774	-3507.217
17676	0.015652	0.021939	0.008155	0.001756	-3524.296
17680	0.015652	0.021939	0.010426	0.001756	-3512.636
17684	0.015652	0.021939	0.009407	0.001727	-3521.593
17688	0.017325	0.024284	0.008766	0.002104	-3524.126
17692	0.018489	0.025915	0.009355	0.002245	-3514.283
17696	0.017647	0.022080	0.008247	0.002044	-3502.922
17700	0.021191	0.027785	0.009903	0.002454	-3521.963
17704	0.017323	0.022978	0.007713	0.002155	-3526.923
17708	0.017323	0.022353	0.007934	0.002095	-3537.793
17712	0.020652	0.024607	0.008962	0.002248	-3526.908
17716	0.017769	0.021172	0.007711	0.001934	-3543.391
17720	0.016745	0.019951	0.007266	0.001822	-3533.718
17724	0.017087	0.021411	0.009286	0.001860	-3546.303
17728	0.018141	0.028108	0.010136	0.002278	-3530.471
17732	0.017145	0.025507	0.009333	0.002044	-3519.820
17736	0.017145	0.025507	0.008295	0.002044	-3538.281
17740	0.017145	0.025507	0.009567	0.002044	-3561.731
17744	0.017145	0.025507	0.008295	0.001867	-3537.030
17748	0.017145	0.026861	0.007933	0.001952	-3544.449
17752	0.022505	0.036778	0.010413	0.002563	-3548.256
17756	0.022505	0.036937	0.010413	0.002563	-3525.668
17760	0.023687	0.036937	0.010690	0.002496	-3527.287
17764	0.018302	0.029536	0.008372	0.002229	-3521.412
17768	0.021359	0.036514	0.009813	0.002590	-3515.811
17772	0.019813	0.035187	0.010225	0.002486	-3535.749
17776	0.019813	0.033958	0.010326	0.002427	-3537.195
17780	0.019401	0.032034	0.009225	0.002314	-3544.275
17784	0.024353	0.041509	0.011775	0.002625	-3538.306
17788	0.020699	0.035281	0.009789	0.002571	-3548.934
17792	0.024789	0.042962	0.011723	0.003079	-3549.346
17796	0.021751	0.037697	0.009577	0.002876	-3532.072
17800	0.024605	0.042645	0.011432	0.003083	-3528.528
17804	0.025364	0.042645	0.010750	0.003278	-3538.955
17808	0.020886	0.034550	0.008036	0.002504	-3546.258
17812	0.023001	0.038049	0.008819	0.002768	-3533.356
17816	0.018476	0.029724	0.007839	0.002009	-3543.009
17820	0.016450	0.026465	0.005787	0.001807	-3527.852
17824	0.016771	0.026981	0.005990	0.002027	-3529.947
17828	0.015821	0.028104	0.006647	0.001982	-3531.208
17832	0.013289	0.022593	0.005129	0.001792	-3544.728
17836	0.015946	0.027110	0.005217	0.002150	-3520.863
17840	0.013740	0.024275	0.004585	0.001890	-3527.171
17844	0.013740	0.025576	0.004705	0.001842	-3522.658
17848	0.013740	0.025576	0.004705	0.001842	-3507.870
17852	0.013740	0.025576	0.005767	0.001842	-3530.836
17856	0.014038	0.025800	0.007052	0.001842	-3522.608
17860	0.012117	0.022270	0.005343	0.001590	-3542.312
17864	0.014149	0.024724	0.005657	0.001825	-3541.840
17868	0.016264	0.026850	0.006434	0.001845	-3533.220
17872	0.016177	0.025646	0.005582	0.001822	-3540.535
17876	0.019777	0.029424	0.005500	0.002090	-3551.529
17880	0.020095	0.029424	0.005135	0.002239	-3548.708
17884	0.020519	0.031630	0.005951	0.002232	-3551.874
17888	0.020519	0.031630	0.006383	0.002081	-3524.874
17892	0.019008	0.030486	0.005130	0.002120	-3540.567
17896	0.017968	0.030486	0.005515	0.001973	-3550.419
17900	0.018453	0.032368	0.006075	0.002065	-3539.354
17904	0.020942	0.036288	0.007009	0.002305	-3531.349
17908	0.019660	0.034291	0.005689	0.002164	-3525.719
17912	0.019660	0.034291	0.005541	0.002222	-3542.342
17916	0.022003	0.039667	0.006548	0.002355	-3548.996
17920	0.018792	0.035447	0.005852	0.002104	-3520.123
17924	0.018792	0.036590	0.004870	0.002104	-3526.847
17928	0.022375	0.043567	0.005799	0.002506	-3522.788
17932	0.020276	0.040853	0.005018	0.002471	-3547.871
17936	0.022547	0.045428	0.004839	0.002549	-3549.914
17940	0.019089	0.038461	0.004269	0.002072	-3539.961
17944	0.016819	0.032673	0.003349	0.001905	-3528.742
17948	0.019183	0.036293	0.003820	0.002173	-3530.618
17952	0.018408	0.033790	0.004639	0.002085	-3515.795
17956	0.022544	0.042056	0.005454	0.002748	-3529.613
17960	0.023237	0.041943	0.005704	0.002654	-3530.254
17964	0.025789	0.045422	0.006613	0.003219	-3510.662
17968	0.020329	0.035805	0.008082	0.002358	-3519.889
17972	0.016409	0.029355	0.006203	0.002002	-3514.193
17976	0.016409	0.029355	0.006548	0.001896	-3520.588
17980	0.012618	0.022573	0.004823	0.001522	-3543.798
17984	0.012618	0.023106	0.004823	0.001522	-3515.997
17988	0.012618	0.023106	0.004823	0.001522	-3533.527
17992	0.013317	0.024385	0.005090	0.001607	-3513.068
